Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11
0.615,0.9982,3.26,19.0,0.61,0.087,9.3,6.0,8.3,2.6,0.22
0.915,0.9964,3.35,23.0,0.65,0.143,10.2,7.0,7.7,2.2,0.12
0.69,0.9979,3.29,91.0,0.62,0.088,10.1,22.0,9.7,2.5,0.32
0.31,0.9983,3.27,33.0,0.66,0.062,10.0,13.0,9.7,1.6,0.47
0.4,0.9986,3.27,19.0,0.82,0.097,11.7,6.0,9.9,6.7,0.53
0.33,0.99782,3.3,68.0,0.48,0.083,9.4,16.0,8.6,2.6,0.4
0.47,0.9963,3.56,19.0,0.73,0.071,10.6,8.0,6.4,2.4,0.4
0.43,0.99718,3.4,66.0,0.64,0.075,9.5,19.0,7.6,2.1,0.29
0.875,0.9994,3.44,14.0,0.52,0.088,11.5,4.0,8.9,3.45,0.13
1.0,0.99685,3.32,37.0,0.55,0.065,9.0,7.0,8.2,2.3,0.09
0.59,0.9988,3.18,49.0,0.65,0.087,11.0,13.0,11.5,2.6,0.59
0.6,0.9972,3.47,34.0,0.7,0.074,9.9,16.0,7.1,1.8,0.0
0.61,0.9969,3.19,42.0,0.59,0.067,9.5,10.0,8.8,2.4,0.14
0.22,0.99344,3.39,18.0,0.56,0.039,12.4,8.0,7.1,1.8,0.49
0.28,0.9997,3.11,29.0,1.36,0.082,9.8,12.0,12.5,2.3,0.54
0.725,0.99508,3.26,15.0,0.53,0.076,9.6,8.0,7.5,1.5,0.04
0.55,0.9959,3.36,35.0,0.59,0.075,9.7,15.0,7.0,2.2,0.13
0.59,0.9955,3.42,43.0,0.58,0.08,10.7,27.0,7.1,2.3,0.01
0.605,0.99258,3.56,25.0,0.55,0.073,12.9,19.0,5.6,2.4,0.05
0.87,0.99656,3.25,31.0,0.5,0.084,9.8,10.0,8.1,2.2,0.0
0.785,0.99692,3.29,21.0,0.67,0.078,10.0,10.0,9.0,1.7,0.24
0.6,0.99286,3.22,7.0,0.37,0.056,13.0,3.0,8.0,2.6,0.08
1.04,0.9934,3.74,96.0,0.62,0.05,11.5,32.0,5.0,1.6,0.24
0.73,0.9968,3.2,13.0,0.52,0.074,9.5,5.0,8.2,1.7,0.21
0.44,0.997,3.06,24.0,0.66,0.114,13.4,6.0,10.6,4.1,0.68
0.51,0.99538,3.36,31.0,0.54,0.084,10.5,13.0,7.5,1.7,0.02
0.965,0.99756,3.58,32.0,0.67,0.088,10.2,16.0,7.4,2.2,0.0
0.34,0.99458,3.2,9.0,0.69,0.052,12.1,5.0,10.2,2.1,0.48
0.27,0.9962,3.2,18.0,1.13,0.074,12.0,6.0,9.4,2.4,0.53
0.29,0.995,3.27,53.0,1.01,0.048,12.4,35.0,8.1,2.2,0.36
0.5,0.9952,3.4,26.0,0.58,0.06,9.8,17.0,6.6,1.5,0.01
0.34,0.997,3.19,16.0,0.7,0.174,11.3,6.0,10.4,3.7,0.58
0.78,0.99612,3.31,45.0,0.62,0.076,10.7,33.0,7.6,1.7,0.0
0.35,0.99599,3.27,47.0,0.81,0.076,11.0,11.0,8.2,2.4,0.33
0.63,0.99558,3.2,77.5,0.45,0.093,9.5,51.0,6.6,4.3,0.0
0.645,0.99815,3.28,28.0,0.6,0.083,10.0,8.0,8.6,2.0,0.25
0.28,1.0026,3.12,23.0,0.66,0.069,9.2,6.0,10.6,15.5,0.39
0.49,0.9968,3.21,14.0,0.9,0.332,10.5,8.0,7.5,2.6,0.2
0.52,0.99474,3.26,20.0,0.64,0.06,11.8,12.0,7.5,2.2,0.4
0.6,0.99745,3.53,88.0,0.55,0.076,9.5,18.0,7.2,2.5,0.04
0.64,0.99747,3.13,77.0,0.62,0.095,9.1,5.0,8.2,2.0,0.27
0.59,1.00015,3.31,71.0,0.71,0.102,9.8,32.0,9.9,3.4,0.07
0.58,0.99568,3.32,18.0,0.56,0.088,10.5,12.0,7.7,1.8,0.01
0.74,0.99402,3.67,26.0,0.56,0.089,11.6,16.0,5.4,1.7,0.09
0.35,0.9962,3.42,53.0,0.65,0.096,11.0,20.0,7.1,2.5,0.29
0.75,0.99242,3.39,18.0,0.4,0.059,12.8,11.0,7.1,2.2,0.01
0.315,0.9987,2.98,15.0,0.7,0.084,9.2,5.0,11.5,2.1,0.54
0.645,1.00315,2.92,23.0,0.74,0.095,11.1,10.0,15.5,4.2,0.49
0.55,0.99735,3.23,17.0,0.44,0.068,10.0,8.0,8.6,3.3,0.09
0.55,0.9961,3.41,40.0,0.59,0.076,10.1,19.0,6.9,2.2,0.15
0.64,0.99747,3.13,77.0,0.62,0.095,9.1,5.0,8.2,2.0,0.27
0.91,0.99672,3.35,56.0,0.56,0.074,9.2,20.0,7.3,1.8,0.1
0.46,0.9981,3.18,15.0,0.62,0.061,9.5,7.0,10.7,2.0,0.39
0.65,0.99498,3.35,15.0,0.62,0.078,10.4,8.0,6.8,2.1,0.02
0.695,0.99546,3.29,20.0,0.54,0.076,10.1,12.0,7.2,2.0,0.13
0.6,0.9963,3.2,73.0,0.45,0.072,9.3,11.0,8.2,2.3,0.17
0.6,1.001,3.25,14.0,0.74,0.1,11.9,5.0,12.5,4.3,0.49
0.36,0.9946,3.57,42.0,0.57,0.095,11.7,19.0,6.2,2.2,0.24
0.24,0.9976,3.21,22.0,1.05,0.077,10.8,6.0,10.5,1.8,0.42
0.56,0.99397,3.42,29.0,0.62,0.064,11.7,13.0,6.6,2.4,0.14
0.6,0.995,3.35,99.0,0.54,0.095,10.1,25.0,7.5,1.8,0.03
0.55,0.99514,3.35,15.0,0.58,0.093,11.0,9.0,7.3,1.8,0.01
0.46,0.9956,3.37,54.0,0.64,0.077,10.4,28.0,7.1,1.9,0.2
0.48,0.99682,3.24,16.0,0.53,0.068,10.3,6.0,7.1,2.8,0.28
0.42,0.9988,3.34,55.0,0.75,0.084,8.7,32.0,8.2,2.6,0.49
0.53,0.99678,3.26,89.0,0.46,0.078,9.6,33.0,8.1,2.2,0.22
0.51,0.995,3.54,54.0,0.93,0.064,10.7,40.0,6.0,2.1,0.0
0.53,1.0018,3.18,77.0,0.77,0.12,13.0,23.0,13.5,4.8,0.79
0.39,0.9979,3.38,133.0,0.99,0.099,9.8,47.0,8.2,2.3,0.49
0.24,0.9978,3.14,28.0,0.61,0.075,10.4,10.0,10.2,2.4,0.49
0.29,1.0006,3.48,26.0,0.91,0.098,9.7,10.0,10.0,2.9,0.4
0.46,0.99624,3.36,37.0,0.49,0.076,10.7,15.0,7.1,2.8,0.14
0.77,0.9976,3.62,52.0,0.68,0.066,9.9,34.0,6.8,1.8,0.0
0.56,0.9972,3.28,67.0,0.73,0.089,11.8,35.0,9.5,2.4,0.33
0.65,0.99803,3.29,40.0,0.55,0.089,9.5,17.0,8.3,2.9,0.1
0.76,0.9965,3.45,16.0,0.68,0.075,11.5,12.0,8.3,4.2,0.29
0.28,0.99828,3.39,22.0,0.68,0.104,10.6,10.0,8.2,3.0,0.6
0.695,0.99546,3.29,20.0,0.54,0.076,10.1,12.0,7.2,2.0,0.13
0.39,0.99596,3.16,27.0,0.49,0.097,9.4,19.0,7.7,1.7,0.12
0.785,0.9969,3.21,153.0,0.69,0.122,9.3,37.0,8.1,2.0,0.52
0.41,0.997,3.44,72.0,0.52,0.083,9.4,35.0,7.2,2.1,0.3
0.63,0.99712,3.4,30.0,0.75,0.078,9.8,18.0,6.9,1.9,0.02
0.43,0.99615,3.37,63.0,0.58,0.073,10.5,29.0,7.7,2.6,0.25
0.56,0.9983,3.37,86.0,0.62,0.082,9.5,10.0,8.3,2.4,0.22
0.5,0.998,2.92,42.0,0.68,0.073,10.5,23.0,12.0,1.4,0.59
0.5,0.9987,3.29,14.0,0.52,0.082,10.7,5.0,9.4,3.6,0.34
0.615,1.0001,3.31,72.0,0.53,0.087,9.7,18.0,9.4,3.2,0.28
0.54,1.00369,3.18,95.0,0.77,0.214,9.0,55.0,10.2,15.4,0.37
0.41,0.9962,3.28,11.0,0.59,0.08,9.5,4.0,7.6,1.8,0.24
0.29,0.99516,3.26,27.0,0.84,0.063,11.7,13.0,9.1,2.05,0.33
0.43,0.9987,3.38,86.0,0.62,0.08,9.5,26.0,9.0,2.5,0.34
0.575,1.0,3.16,24.0,0.69,0.076,9.0,11.0,10.4,2.6,0.61
0.36,0.99661,3.47,48.0,0.77,0.047,9.7,26.0,6.4,2.2,0.21
0.34,1.0,3.12,21.0,1.18,0.066,9.2,10.0,12.2,2.4,0.5
0.58,0.998,3.23,115.0,0.59,0.081,9.5,15.0,9.2,3.0,0.2
0.46,0.998,3.12,44.0,0.74,0.092,10.0,14.0,9.5,2.7,0.24
0.23,0.99614,3.23,36.0,0.49,0.057,9.3,14.0,10.2,2.2,0.37
0.37,0.99683,3.17,17.0,0.65,0.085,10.6,5.0,10.1,2.4,0.34
0.415,0.9972,3.48,45.0,0.64,0.081,9.2,13.0,7.2,2.0,0.36
0.865,0.995,3.61,58.0,0.49,0.071,12.7,27.0,6.4,3.2,0.03
0.39,0.9992,3.07,20.0,0.82,0.08,10.3,8.0,12.6,2.5,0.49
0.77,0.99892,3.2,92.0,0.58,0.098,9.2,30.0,7.5,8.1,0.2
0.46,0.99385,3.5,44.0,0.53,0.077,11.2,25.0,5.9,1.9,0.0
0.74,0.99258,4.01,46.0,0.59,0.041,12.5,16.0,5.0,1.2,0.0
0.6,0.9964,3.3,59.0,0.46,0.069,9.4,15.0,7.9,1.6,0.06
0.32,0.99732,3.33,17.0,0.78,0.104,11.0,8.0,7.8,2.7,0.44
0.21,1.00005,3.07,24.0,0.84,0.075,9.2,10.0,15.0,2.2,0.44
0.18,0.9973,3.22,15.0,0.64,0.068,10.1,7.0,11.1,1.5,0.48
0.56,0.99669,3.46,22.0,0.61,0.079,10.2,7.0,6.7,2.9,0.09
0.31,0.99572,3.02,10.0,0.83,0.06,10.9,3.0,11.1,2.2,0.53
0.56,0.99438,3.4,24.0,0.82,0.074,11.2,15.0,6.8,1.8,0.22
0.28,0.99408,3.26,12.0,0.62,0.093,12.4,6.0,8.3,2.1,0.48
0.53,0.9998,3.12,25.0,0.59,0.063,9.3,6.0,10.3,2.5,0.48
0.26,0.9974,3.21,27.0,0.8,0.08,9.4,11.0,8.3,2.0,0.42
0.49,1.0015,3.16,50.0,0.69,0.071,9.2,13.0,10.0,11.0,0.2
0.36,0.99676,3.14,20.0,0.72,0.087,11.1,6.0,10.6,2.3,0.57
0.56,0.99402,3.54,32.0,0.6,0.053,11.3,24.0,6.2,1.7,0.09
0.53,0.995,3.16,19.0,0.46,0.077,9.8,3.0,7.8,1.6,0.01
0.915,0.9962,3.26,23.0,0.47,0.088,10.0,7.0,8.2,2.1,0.27
0.44,0.99634,3.01,38.0,1.1,0.369,9.4,15.0,8.5,1.9,0.5
0.36,0.998,3.23,41.0,0.66,0.122,12.5,10.0,10.2,2.9,0.64
0.61,0.99975,3.24,87.0,0.62,0.09,9.7,25.0,9.3,3.4,0.26
0.37,0.99817,3.27,8.0,0.58,0.08,11.0,3.0,8.6,6.4,0.65
0.48,0.9982,3.1,106.0,0.53,0.094,9.2,35.0,8.9,2.85,0.24
0.5,0.9982,3.16,51.0,0.72,0.069,11.5,21.0,10.3,2.0,0.42
0.67,0.996,3.39,21.0,0.54,0.186,9.5,5.0,7.4,1.6,0.12
0.66,0.99318,3.35,11.0,0.66,0.052,12.7,6.0,7.1,2.4,0.0
0.31,0.9966,3.36,25.0,0.76,0.059,10.1,11.0,8.7,1.4,0.46
0.29,0.99603,3.39,20.0,0.6,0.067,10.5,8.0,8.4,1.7,0.4
0.4,0.998,3.03,49.0,0.81,0.125,9.7,15.0,10.7,2.1,0.48
0.6,0.9968,3.59,86.0,0.57,0.079,9.3,18.0,6.8,1.9,0.18
0.59,0.99522,3.42,44.0,0.68,0.078,10.8,26.0,7.1,2.2,0.0
0.36,0.9964,3.3,79.0,0.72,0.081,11.0,32.0,8.4,2.2,0.32
0.36,0.9934,3.37,35.0,0.93,0.23,12.4,19.0,6.4,2.2,0.53
0.66,0.99256,3.52,15.0,0.58,0.066,12.9,7.0,5.6,2.5,0.0
0.52,0.99358,3.4,26.0,0.72,0.07,12.5,13.0,6.6,2.4,0.08
0.33,0.99658,3.3,13.0,0.62,0.073,12.1,7.0,8.8,5.9,0.41
0.69,0.9979,3.29,91.0,0.62,0.088,10.1,22.0,9.7,2.5,0.32
0.685,0.99745,3.31,12.0,0.65,0.092,9.55,3.0,8.6,1.6,0.1
0.52,0.99685,3.46,37.0,0.5,0.081,11.0,10.0,6.9,2.6,0.25
0.5,0.99636,3.53,23.0,0.61,0.078,10.4,10.0,7.0,1.8,0.14
0.47,0.9921,3.9,44.0,0.62,0.034,12.8,18.0,5.1,1.3,0.02
0.3,0.99316,3.01,289.0,0.51,0.05,12.3,37.5,7.9,8.3,0.68
0.47,0.99836,3.38,51.0,0.86,0.147,9.9,36.0,11.6,1.6,0.44
0.49,0.9974,3.34,121.0,0.76,0.06,10.5,26.0,7.0,5.6,0.49
0.765,0.9975,3.57,63.0,0.78,0.063,9.9,35.0,6.9,2.3,0.02
0.33,0.9998,3.26,22.0,0.74,0.084,11.2,5.0,10.4,2.8,0.63
0.33,0.99628,3.1,9.0,0.48,0.081,10.4,6.0,10.2,1.9,0.46
0.41,0.998,3.48,43.0,0.64,0.088,9.1,16.0,7.6,2.0,0.49
0.36,0.99419,3.24,24.0,0.7,0.074,11.4,17.0,7.4,1.8,0.3
0.68,0.99524,3.41,29.0,0.52,0.068,11.1,15.0,6.8,3.9,0.09
0.59,0.9986,3.37,22.0,0.58,0.095,10.3,5.0,8.9,2.3,0.39
0.4,0.9955,3.42,25.0,0.74,0.069,10.1,11.0,6.1,1.8,0.16
0.23,0.99376,3.21,17.0,0.54,0.069,12.3,9.0,8.2,1.9,0.42
0.55,0.9964,3.28,28.0,0.55,0.071,9.7,7.0,7.6,2.2,0.21
0.28,0.99686,3.15,32.0,0.67,0.054,10.6,17.0,11.7,1.7,0.47
0.58,0.998,3.09,18.0,0.63,0.071,10.0,5.0,11.9,1.9,0.58
1.0,0.99685,3.32,37.0,0.55,0.065,9.0,7.0,8.2,2.3,0.09
0.33,0.9976,3.12,30.0,0.54,0.079,12.0,9.0,9.4,2.8,0.59
0.66,0.99569,3.43,13.0,0.58,0.096,9.5,6.0,7.9,1.4,0.0
0.29,0.9971,3.31,60.0,0.61,0.092,10.1,25.0,7.6,2.7,0.49
0.38,1.0006,2.98,16.0,0.54,0.081,9.4,5.0,13.2,2.7,0.55
0.65,0.99498,3.35,15.0,0.62,0.078,10.4,8.0,6.8,2.1,0.02
0.6,0.995,3.35,99.0,0.54,0.095,10.1,25.0,7.5,1.8,0.03
0.4,0.99414,3.22,40.0,0.6,0.058,12.2,15.0,9.0,2.0,0.41
0.62,0.996,3.28,63.0,0.61,0.071,9.2,27.0,7.0,1.4,0.1
0.47,0.99647,3.32,20.0,0.63,0.114,10.5,7.0,7.4,2.2,0.46
0.42,0.99622,3.23,38.0,0.66,0.083,11.1,17.0,9.6,2.1,0.35
0.33,0.99426,3.38,20.0,0.77,0.07,12.7,9.0,8.3,2.3,0.42
0.49,1.0008,3.16,99.0,1.0,0.103,11.5,28.0,12.4,3.0,0.58
0.66,0.9989,3.37,59.0,0.71,0.083,11.5,21.0,9.8,3.2,0.39
0.44,0.9982,3.3,111.0,0.6,0.083,9.5,18.0,8.8,2.8,0.49
0.49,0.9953,3.71,74.0,0.62,0.09,12.2,23.0,5.2,2.3,0.26
0.4,0.9991,3.38,47.0,0.77,0.087,10.5,10.0,8.9,5.6,0.32
0.635,0.99736,3.58,33.0,0.69,0.08,10.8,16.0,7.4,2.4,0.1
0.48,0.9953,3.34,61.0,0.6,0.076,10.4,29.0,6.8,2.0,0.25
0.39,0.9962,3.26,29.0,0.74,0.058,9.8,10.0,8.2,1.5,0.38
0.36,0.99638,3.23,23.0,0.76,0.074,12.0,9.0,10.5,2.2,0.47
0.67,0.9962,3.48,11.0,0.52,0.05,9.5,5.0,6.8,1.8,0.02
0.18,0.9996,3.28,23.0,0.97,0.104,10.1,4.0,11.5,4.0,0.51
0.42,0.9961,3.34,39.0,0.55,0.088,9.2,16.0,7.0,1.6,0.35
0.64,0.9998,3.24,53.0,0.67,0.105,9.9,29.0,10.4,2.8,0.24
0.53,0.9964,3.33,31.0,0.56,0.076,10.0,17.0,7.8,1.7,0.04
0.46,1.0006,3.1,35.0,0.56,0.071,9.0,12.0,13.2,2.2,0.52
0.67,0.99768,3.44,27.0,0.54,0.083,9.4,18.0,7.1,2.3,0.0
0.85,0.99724,3.36,54.0,0.54,0.093,10.1,13.0,8.3,2.5,0.14
0.66,0.99414,3.27,102.0,0.78,0.068,12.8,34.0,7.2,2.5,0.33
0.54,0.9956,3.39,55.0,0.84,0.079,11.4,39.0,7.0,2.1,0.0
0.645,0.99444,3.78,28.0,0.61,0.08,12.5,15.0,5.2,2.15,0.0
0.26,0.99724,3.33,10.0,0.87,0.066,10.9,6.0,10.4,1.9,0.48
0.16,0.99328,3.35,31.0,0.54,0.068,12.4,17.0,7.1,2.5,0.44
0.12,0.99552,3.41,21.0,0.76,0.075,11.9,10.0,8.9,1.8,0.45
0.32,0.99484,3.29,34.0,0.8,0.061,11.6,24.0,6.7,2.4,0.44
0.49,0.9968,3.2,144.0,0.55,0.082,9.5,17.0,7.9,1.9,0.32
0.42,0.99801,3.22,122.0,1.07,0.08,9.7,26.0,8.0,2.5,0.32
0.46,0.99746,3.1,64.0,0.74,0.126,9.6,24.0,8.7,2.5,0.31
0.52,0.9956,3.4,15.0,0.63,0.069,9.4,8.0,6.6,2.2,0.04
0.28,0.998,3.16,60.0,0.58,0.075,9.8,17.0,11.2,1.9,0.56
0.395,0.99362,3.62,28.0,0.67,0.056,12.4,14.0,5.9,2.4,0.13
0.7,0.99628,3.4,35.0,0.69,0.079,10.9,20.0,7.8,1.9,0.06
0.49,0.9968,3.17,67.0,0.53,0.084,9.4,9.0,8.5,2.3,0.11
0.61,0.9974,3.26,29.0,1.56,0.114,9.1,9.0,7.8,1.6,0.29
0.54,0.997,3.2,52.0,0.71,0.081,11.4,25.0,9.6,2.4,0.42
1.33,0.9964,3.53,12.0,0.49,0.081,10.9,3.0,8.2,1.7,0.0
0.45,0.99818,3.24,38.0,0.71,0.099,10.8,20.0,10.8,2.5,0.33
0.33,0.996,3.23,13.0,1.1,0.061,10.0,3.0,7.2,1.7,0.33
0.26,0.99594,3.4,47.0,0.78,0.073,11.3,16.0,8.2,2.5,0.34
0.55,0.99655,3.49,34.0,0.68,0.082,10.5,15.0,7.4,1.8,0.19
0.47,0.99553,3.3,38.0,0.65,0.064,9.6,18.0,6.8,2.2,0.08
0.58,0.99592,3.02,46.0,0.47,0.08,9.2,27.0,7.5,4.1,0.03
0.605,0.9993,3.45,83.0,0.52,0.073,9.4,40.0,6.9,10.7,0.12
0.87,1.00025,3.6,61.0,0.72,0.096,9.8,26.0,8.1,3.3,0.0
0.66,0.99629,3.45,31.0,0.63,0.115,10.3,21.0,6.6,3.0,0.0
0.43,0.9948,3.35,16.0,0.7,0.052,12.5,6.0,8.9,1.9,0.45
0.31,0.9976,3.14,40.0,0.51,0.063,9.8,18.0,10.6,2.2,0.49
0.34,0.99554,3.34,48.0,0.86,0.065,11.0,24.0,8.3,2.4,0.4
0.84,0.9954,3.27,33.0,0.55,0.065,9.7,24.0,8.7,1.4,0.0
0.695,0.998,3.49,13.0,0.52,0.075,9.2,3.0,7.3,2.5,0.0
0.545,0.9972,3.3,35.0,0.59,0.08,9.0,13.0,8.1,1.9,0.18
0.74,0.99418,3.28,10.0,0.57,0.067,11.8,5.0,8.2,2.0,0.09
0.26,0.997,3.18,25.0,0.61,0.085,11.8,10.0,11.0,2.55,0.68
0.64,0.99718,3.35,49.0,0.68,0.083,10.3,7.0,6.6,6.1,0.31
0.18,0.9996,3.28,23.0,0.97,0.104,10.1,4.0,11.5,4.0,0.51
0.69,0.9962,3.25,141.0,0.51,0.08,9.9,33.0,7.9,2.1,0.21
0.59,0.9958,3.41,53.0,0.67,0.063,9.7,34.0,6.8,1.7,0.1
0.5,1.0002,3.19,14.0,0.44,0.089,9.6,5.0,12.3,2.2,0.49
0.52,0.99646,3.56,32.0,0.63,0.071,11.6,11.0,6.2,4.4,0.08
0.59,0.99744,3.55,94.0,0.53,0.082,9.7,24.0,7.1,2.3,0.02
0.25,0.99386,3.27,10.0,0.71,0.041,12.5,4.0,8.4,2.0,0.39
0.78,0.997,3.37,15.0,0.56,0.059,11.3,5.0,8.1,2.6,0.23
0.51,0.99768,3.52,28.0,0.73,0.07,9.5,12.0,7.3,2.1,0.18
0.7,0.9991,3.32,15.0,0.6,0.226,9.0,5.0,8.7,2.5,0.24
0.6,0.99654,3.34,73.0,0.57,0.069,10.0,32.0,9.0,2.0,0.29
0.635,0.99632,3.02,56.0,1.15,0.403,9.3,19.0,8.6,1.8,0.68
0.61,0.99787,3.22,69.0,0.5,0.094,10.0,30.0,8.8,4.0,0.19
0.625,0.9962,3.14,49.0,0.57,0.101,11.0,13.0,8.7,2.0,0.16
0.33,0.99625,3.29,45.0,0.65,0.077,9.3,18.0,7.9,1.7,0.23
0.69,0.99636,3.35,10.0,0.6,0.114,9.7,3.0,7.0,1.9,0.0
0.785,0.99692,3.29,21.0,0.67,0.078,10.0,10.0,9.0,1.7,0.24
0.62,0.99504,3.38,46.0,0.89,0.072,11.8,38.0,8.4,1.8,0.12
0.765,0.99612,3.4,48.0,0.6,0.243,10.3,5.5,6.9,2.4,0.18
0.39,0.99596,3.16,27.0,0.49,0.097,9.4,19.0,7.7,1.7,0.12
0.44,0.99613,3.25,28.0,0.53,0.063,10.2,10.0,8.2,2.3,0.24
0.5,0.99502,3.32,14.0,0.62,0.086,11.5,5.0,7.6,2.3,0.29
0.21,0.9912,3.25,165.0,0.59,0.066,11.9,40.5,6.1,1.4,0.4
0.53,1.0002,3.07,17.0,0.56,0.118,11.7,10.0,10.9,4.6,0.49
0.595,0.9998,3.27,109.0,0.57,0.086,9.3,30.0,8.9,7.9,0.41
0.82,0.9952,3.2,48.0,0.58,0.07,9.8,36.0,8.7,1.2,0.02
0.41,0.9957,3.3,23.0,0.58,0.078,11.2,6.0,7.6,2.5,0.33
0.63,0.998,3.09,119.0,0.52,0.099,9.3,21.0,8.6,2.9,0.17
0.47,0.9982,3.08,106.0,0.59,0.094,9.1,38.0,9.1,2.6,0.49
0.875,0.99808,3.4,14.0,0.52,0.082,10.2,3.0,7.1,5.7,0.05
0.39,0.99462,3.44,7.0,0.58,0.102,11.4,4.0,6.9,2.1,0.24
0.62,0.99651,3.42,38.0,0.82,0.068,9.5,28.0,6.8,1.9,0.08
0.65,0.9972,3.47,25.0,0.67,0.066,9.5,8.0,7.0,2.1,0.02
0.4,0.99566,3.28,10.0,0.56,0.05,12.0,3.0,8.5,6.3,0.4
0.44,0.999,3.17,76.0,0.85,0.074,12.0,38.0,10.4,6.55,0.73
0.54,0.9973,3.61,36.0,0.64,0.076,9.8,15.0,6.7,2.0,0.13
0.6,0.99613,3.3,105.0,0.49,0.08,9.9,25.0,8.0,2.1,0.22
0.5,0.996,3.28,21.0,0.87,0.178,9.8,6.0,7.8,1.8,0.12
0.55,0.99659,3.26,17.0,0.64,0.07,9.4,7.0,7.8,1.7,0.0
0.42,0.9972,3.21,18.0,0.87,0.065,11.3,5.0,10.6,2.7,0.48
0.885,0.9978,3.24,145.0,0.53,0.084,9.4,31.0,9.5,2.3,0.27
0.59,0.9974,3.38,29.0,0.5,0.086,9.0,6.0,7.4,4.4,0.08
0.685,0.9963,3.28,92.0,0.62,0.088,9.4,9.0,7.1,2.0,0.35
0.5,1.00012,3.09,24.0,0.68,0.072,10.9,7.0,12.9,2.8,0.55
0.61,0.9971,3.54,65.0,0.58,0.077,9.3,11.0,6.8,1.8,0.2
0.28,0.99524,3.3,15.0,0.74,0.061,11.8,6.0,8.5,1.7,0.35
0.56,0.9976,3.28,104.0,0.62,0.078,9.4,14.0,8.2,3.4,0.23
0.43,0.99346,3.33,39.0,0.46,0.085,11.9,6.0,7.0,2.0,0.3
0.37,0.9979,3.06,26.0,1.06,0.413,9.1,9.0,8.4,1.8,0.53
0.48,0.99656,3.09,32.0,1.06,0.415,9.1,14.0,7.8,1.7,0.68
0.59,0.99744,3.55,94.0,0.53,0.082,9.7,24.0,7.1,2.3,0.02
0.46,0.99674,3.33,8.0,0.62,0.065,12.2,4.0,10.0,2.9,0.44
1.0,0.99586,3.43,16.0,0.46,0.102,10.0,7.0,7.2,3.0,0.0
0.38,0.9986,3.11,19.0,0.62,0.071,10.8,5.0,11.8,2.1,0.55
0.52,0.9984,3.43,38.0,0.65,0.081,9.0,14.0,7.8,1.9,0.25
0.73,0.9968,3.2,13.0,0.52,0.074,9.5,5.0,8.2,1.7,0.21
0.69,0.99572,3.38,21.0,0.6,0.091,11.3,15.0,7.0,2.5,0.07
0.41,0.9986,3.54,42.0,0.66,0.093,10.5,9.0,8.8,2.2,0.64
0.735,0.9994,3.47,124.0,0.53,0.122,9.9,68.0,6.6,7.9,0.02
0.41,0.9994,3.19,14.0,0.62,0.213,9.5,6.0,10.3,2.4,0.42
0.775,0.9965,3.45,23.0,0.56,0.102,10.7,8.0,6.8,3.0,0.0
0.67,1.0004,3.28,34.0,0.98,0.107,9.9,17.0,10.7,2.7,0.22
0.58,0.99494,3.1,44.0,0.43,0.073,9.3,34.0,7.5,2.0,0.2
0.59,0.9962,3.41,18.0,0.59,0.06,10.8,11.0,6.8,6.0,0.06
0.635,0.99736,3.58,33.0,0.69,0.08,10.8,16.0,7.4,2.4,0.1
0.6,0.99914,3.3,110.0,1.17,0.068,10.2,20.0,7.0,4.5,0.3
0.5,0.99774,3.32,17.0,0.71,0.065,10.5,8.0,9.1,1.9,0.3
0.54,0.99725,3.25,105.0,1.18,0.088,10.5,9.0,6.9,2.2,0.3
0.55,0.9964,3.28,28.0,0.55,0.071,9.7,7.0,7.6,2.2,0.21
0.705,0.9962,3.44,15.0,0.58,0.076,10.7,6.0,6.6,1.6,0.07
0.655,0.99738,3.25,35.0,0.42,0.096,9.6,5.0,9.3,2.0,0.26
0.63,0.99855,3.67,29.0,0.73,0.083,9.6,8.0,7.1,2.0,0.06
0.415,1.0014,3.06,43.0,0.8,0.085,10.0,17.0,13.7,2.9,0.68
0.42,0.99852,3.09,20.0,0.53,0.077,11.0,8.0,11.5,2.6,0.48
0.7,0.99334,3.43,16.0,0.52,0.067,12.6,8.0,6.7,3.75,0.08
0.4,0.99652,3.28,20.0,0.57,0.08,12.5,6.0,9.1,4.6,0.57
0.46,1.0006,3.13,17.0,0.7,0.122,10.2,4.0,11.4,2.7,0.5
0.37,0.998,3.18,26.0,0.51,0.082,9.5,6.0,9.5,2.0,0.52
0.59,0.996,3.41,8.0,0.47,0.052,10.3,3.0,7.0,1.7,0.0
0.54,0.99636,3.26,147.0,0.59,0.089,9.7,23.0,7.7,1.9,0.26
0.65,0.9972,3.47,25.0,0.67,0.066,9.5,8.0,7.0,2.1,0.02
0.5,0.99774,3.32,17.0,0.71,0.065,10.5,8.0,9.1,1.9,0.3
0.84,0.9952,3.52,48.0,0.56,0.059,12.3,32.0,6.6,2.3,0.03
0.715,0.99362,3.57,27.0,0.5,0.053,11.9,13.0,6.1,2.6,0.1
0.59,0.9962,3.42,16.0,0.92,0.065,10.5,3.0,8.0,1.8,0.16
0.705,0.9962,3.34,19.0,0.95,0.074,10.5,8.0,8.0,1.9,0.05
0.39,0.9982,3.3,14.0,0.75,0.118,9.8,6.0,10.9,1.8,0.47
0.825,0.9972,3.37,13.0,0.77,0.084,10.7,5.0,8.1,2.1,0.24
